Data File:  G:\Meu Drive\Integrated Design\Bancada para o Controle\Henrique\Testes Passivos\REG_CVHS_passivo\01_11_2019\Transient\20191031_LaFeSi_CVHS_mf20_dT3K_Th303_Fb0p5_f0p75_cycle_10_35_27.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: sexta-feira, 1 de novembro de 2019 @ 10:35:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Test Apparatus - Experimentos iniciais - POLO-UFSC 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Run Time [s],T Reg Hot [�C],T Reg Cold [�C],T CHEX in [�C],T CHEX out [�C],T HHEX in [�C],T HHEX out [�C],T amb left [�C],T amb door [�C],T amb right [�C],T cab down [�C] ,T cab middle [�C],T cab up [�C],Torque [Nm],Displacement [%], MFR - HB [kg/h], MFR - CB [kg/h],HighFlow [L/h],LowFlow [L/h],P Hot in [bar],P Cold in [bar],P Cold out [bar] ,P Hot out [bar],P sys in [bar],P sys out [bar],dp Cold [bar],dp Hot [bar],dp System [bar],Field [V],V_VHB_high [V],I_VHB_high [A],V_VHB_low [V],I_VHB_low [A],V_VCB_high [V],I_VCB_high [A],V_VCB_low [V],I_VCB_low [A],f AMR [Hz],Vazao setada [kg/h],FB [%],W pump [W],W motor [W],W VHB High [W],W VHB Low [W],W VCB High [W],W VCB Low [W]
2436.00000,30.46084,27.70383,27.56943,30.44633,30.61341,27.70065,25.42433,25.89856,27.92312,26.37969,26.34408,26.34250,-0.23668,0.22855,18.22543,2.00045,21.46151,2.22088,1.84757,1.90594,1.83462,1.88377,2.06346,1.87119,0.07132,-0.03620,0.19227,2.70706,0.00658,-0.00247,-0.01084,-0.00361,24.40666,0.00097,24.32443,0.00111,0.75000,1.53000,50.00000,0.11387,-0.56196,1.67665,1.63310,1.45056,1.59445
2436.00667,30.47215,27.67064,27.56737,30.46772,30.60237,27.69314,25.47365,25.91514,27.92203,26.37808,26.34851,26.35331,-0.23668,0.23104,17.96153,2.25025,21.45926,2.21364,1.84840,1.90676,1.83627,1.88432,2.06263,1.87008,0.07049,-0.03592,0.19255,2.70558,0.00750,-0.00243,-0.01038,-0.00389,24.31688,0.00097,24.23699,0.00119,0.75000,1.53000,50.00000,0.11387,-0.56195,1.67665,1.63310,1.45056,1.59445
2436.01333,30.46289,27.69649,27.56430,30.45994,30.61144,27.71341,25.47968,25.90361,27.93767,26.36088,26.36324,26.33906,-0.23796,0.23104,17.72578,2.50005,21.46151,2.22953,1.84867,1.90732,1.83710,1.88542,2.06139,1.87119,0.07022,-0.03675,0.19020,2.70734,0.00704,-0.00243,-0.01038,-0.00389,23.84671,0.24513,23.78913,0.27923,0.75000,1.53000,50.00000,0.11387,-0.56195,1.67665,1.63310,1.45638,1.60107
2436.02000,30.48387,27.67292,27.58665,30.44888,30.58513,27.68351,25.47512,25.88653,27.94367,26.35965,26.33784,26.33145,-0.23796,0.23104,17.40910,2.78503,21.46375,2.21364,1.84895,1.90759,1.83738,1.88542,2.05931,1.87146,0.07022,-0.03647,0.18785,2.70618,0.00704,-0.00243,-0.01131,-0.00397,24.38491,0.00093,24.31101,0.00111,0.75000,1.53000,50.00000,0.11387,-0.56194,1.67665,1.63310,1.45040,1.59414
2436.02667,30.44552,27.72355,27.60010,30.45666,30.57921,27.70085,25.46823,25.90316,27.95689,26.33938,26.36054,26.37909,-0.23764,0.23601,17.09594,3.07352,21.46375,2.21949,1.84978,1.90787,1.83820,1.88653,2.05724,1.87063,0.06967,-0.03675,0.18661,2.70662,0.00797,-0.00263,-0.01038,-0.00385,24.41222,0.00081,24.32628,0.00099,0.75000,1.53000,50.00000,0.11387,-0.56193,1.67665,1.63310,1.45039,1.59414
2436.03333,30.46302,27.65902,27.57138,30.45011,30.60856,27.67216,25.46565,25.89941,27.94649,26.32808,26.35488,26.34115,-0.23828,0.23352,16.77574,3.39017,21.46599,2.22228,1.85005,1.90842,1.83848,1.88708,2.05641,1.87174,0.06994,-0.03703,0.18467,2.70686,0.00704,-0.00251,-0.00992,-0.00381,24.39185,0.00097,24.30824,0.00131,0.75000,1.53000,50.00000,0.11387,-0.56193,1.67665,1.63310,1.45039,1.59414
2436.04000,30.46473,27.66417,27.58166,30.45789,30.59909,27.68472,25.48349,25.89992,27.93193,26.38705,26.34336,26.34729,-0.23764,0.23104,16.43091,3.72792,21.45926,2.21475,1.85033,1.90815,1.83820,1.88680,2.05641,1.87119,0.06994,-0.03648,0.18523,2.70542,0.00797,-0.00243,-0.01038,-0.00389,24.34419,0.00097,24.26012,0.00115,0.75000,1.53000,50.00000,0.11387,-0.56193,1.67665,1.63310,1.45038,1.58886
2436.04667,30.44093,27.66380,27.58420,30.44731,30.62154,27.69058,25.48398,25.90188,27.92068,26.36617,26.34275,26.33292,-0.23892,0.23352,16.06497,4.08327,21.46375,2.22953,1.85143,1.90842,1.83931,1.88736,2.05600,1.87091,0.06912,-0.03592,0.18509,2.70690,0.00658,-0.00243,-0.00946,-0.00397,24.61908,0.00041,24.40309,0.00095,0.75000,1.53000,50.00000,0.11387,-0.56192,1.67665,1.63310,1.45036,1.58885
2436.05333,30.47283,27.70268,27.59019,30.44380,30.61448,27.68226,25.46958,25.89572,27.92984,26.39196,26.36839,26.41227,-0.23796,0.23104,15.68847,4.43157,21.46375,2.21280,1.85171,1.90842,1.83931,1.88819,2.05558,1.87119,0.06912,-0.03648,0.18440,2.70606,0.00750,-0.00247,-0.01084,-0.00389,24.38306,0.00109,24.30361,0.00119,0.75000,1.53000,50.00000,0.11387,-0.56192,1.67665,1.63310,1.45035,1.58885
2436.06000,30.45609,27.67525,27.56895,30.42423,30.59995,27.69735,25.47721,25.89280,27.93071,26.34260,26.34506,26.32825,-0.23796,0.23104,15.29437,4.82562,21.46151,2.21810,1.85309,1.90870,1.83958,1.88763,2.05558,1.87119,0.06912,-0.03454,0.18440,2.70650,0.00843,-0.00255,-0.01038,-0.00389,24.39880,0.00073,24.31379,0.00111,0.75000,1.53000,50.00000,0.11386,-0.56192,1.67665,1.63310,1.45034,1.58885
2436.06667,30.46506,27.66404,27.58298,30.45119,30.59801,27.70378,25.47500,25.87856,27.93653,26.35978,26.34209,26.33403,-0.23796,0.23601,14.88973,5.23022,21.46824,2.22144,1.85254,1.90925,1.83958,1.88819,2.05558,1.87119,0.06967,-0.03565,0.18440,2.70678,0.00750,-0.00239,-0.00992,-0.00381,23.87725,0.25182,23.80902,0.28624,0.75000,1.53000,50.00000,0.11386,-0.56191,1.67665,1.63310,1.45633,1.59564
2436.07333,30.45670,27.66209,27.58507,30.44804,30.60394,27.69072,25.47734,25.75778,27.92691,26.37649,26.34187,26.32789,-0.23828,0.22855,14.49212,5.63834,21.46151,2.21224,1.85309,1.90898,1.84069,1.88791,2.05558,1.87119,0.06829,-0.03482,0.18440,2.70550,0.00704,-0.00243,-0.00992,-0.00385,24.34696,0.00089,24.26197,0.00123,0.75000,1.53000,50.00000,0.11386,-0.56191,1.67665,1.63310,1.45014,1.58854
2436.08000,30.46834,27.65293,27.57260,30.41974,30.62579,27.70927,25.47561,25.91171,27.92386,26.37292,26.34102,26.35448,-0.23796,0.23104,14.05580,6.06053,21.46824,2.22841,1.85337,1.90898,1.84013,1.88791,2.05476,1.87146,0.06884,-0.03454,0.18329,2.70746,0.00797,-0.00243,-0.01084,-0.00381,24.37797,0.00109,24.29158,0.00123,0.75000,1.53000,50.00000,0.11386,-0.56191,1.67665,1.63310,1.45014,1.58854
2436.08667,30.45706,27.66501,27.58964,30.44028,30.60856,27.70085,25.48533,25.90581,27.90953,26.37671,26.32186,26.38021,-0.23796,0.23104,13.61245,6.50031,21.46824,2.21336,1.85309,1.90925,1.84041,1.88791,2.05517,1.87146,0.06884,-0.03482,0.18371,2.70602,0.00658,-0.00291,-0.01084,-0.00393,24.38121,0.00089,24.30593,0.12299,0.75000,1.53000,50.00000,0.11386,-0.56191,1.67665,1.63310,1.45013,1.59150
2436.09333,30.45101,27.64744,27.58618,30.54195,30.60387,27.71815,25.48163,25.91503,27.93462,26.37317,26.35907,26.31388,-0.23828,0.23352,13.17613,6.92954,21.46824,2.21810,1.85337,1.90898,1.84041,1.88736,2.05476,1.87174,0.06857,-0.03399,0.18302,2.70662,0.00797,-0.00255,-0.01038,-0.00357,24.39370,0.00085,24.31009,0.00119,0.75000,1.53000,50.00000,0.11386,-0.56191,1.67665,1.63310,1.45013,1.58583
2436.10000,30.46496,27.66525,27.58153,30.44367,30.60284,27.71499,25.49000,25.90802,27.93132,26.37968,26.35525,26.34434,-0.23828,0.23352,12.72574,7.37988,21.46824,2.22116,1.85337,1.90925,1.84013,1.88791,2.05558,1.87119,0.06912,-0.03454,0.18440,2.70670,0.00797,-0.00239,-0.01038,-0.00393,24.53485,0.00145,24.37995,0.00159,0.75000,1.53000,50.00000,0.11386,-0.56190,1.67665,1.63310,1.45014,1.58584
2436.10667,30.44662,27.65660,27.56990,30.49882,30.64067,27.70071,25.49332,25.91490,27.92410,26.36899,26.34692,26.33749,-0.23796,0.23352,12.26128,7.83373,21.46375,2.21419,1.85364,1.90898,1.84096,1.88763,2.05476,1.87036,0.06801,-0.03399,0.18440,2.70554,0.00750,-0.00243,-0.01038,-0.00385,24.35020,0.00113,24.26567,0.00123,0.75000,1.53000,50.00000,0.11386,-0.56190,1.67665,1.63310,1.45014,1.58584
2436.11333,30.45659,27.64902,27.57920,30.45072,30.59049,27.69523,25.47524,25.90887,27.92484,26.37661,26.31118,26.34803,-0.23764,0.23850,11.80737,8.27352,21.46824,2.22869,1.85309,1.90898,1.84069,1.88736,2.05517,1.87146,0.06829,-0.03427,0.18371,2.70734,0.00704,-0.00219,-0.01084,-0.00393,24.38075,0.00113,24.29713,0.00119,0.75000,1.53000,50.00000,0.11386,-0.56190,1.67665,1.63310,1.45014,1.58584
2436.12000,30.46677,27.70272,27.57043,30.35422,30.58794,27.70708,25.47561,25.89785,27.94660,26.35560,26.30861,26.33550,-0.23732,0.22855,11.33234,8.72385,21.46824,2.21196,1.85281,1.90898,1.84069,1.88763,2.05476,1.87119,0.06829,-0.03482,0.18357,2.70582,0.00658,-0.00243,-0.00992,-0.00389,23.87679,0.25990,23.78774,0.29281,0.75000,1.53000,50.00000,0.11386,-0.56189,1.67665,1.63310,1.45632,1.59277
2436.12667,30.47078,27.64721,27.58568,30.39801,30.60564,27.68876,25.47684,25.90053,27.93218,26.38091,26.33046,26.33268,-0.23764,0.23601,10.87140,9.17067,21.46375,2.21754,1.85309,1.90787,1.84069,1.88736,2.05517,1.87063,0.06718,-0.03427,0.18454,2.70634,0.00704,-0.00239,-0.01131,-0.00393,24.39232,0.00073,24.30639,0.00115,0.75000,1.53000,50.00000,0.11386,-0.56189,1.67665,1.63310,1.44997,1.58552
2436.13333,30.44481,27.65572,27.57785,30.42653,30.58669,27.71452,25.51976,25.91171,27.92129,26.37292,26.34519,26.33685,-0.23796,0.23104,10.42101,9.62453,21.47048,2.22005,1.85254,1.90842,1.84069,1.88763,2.05558,1.87119,0.06774,-0.03510,0.18440,2.70678,0.00889,-0.00231,-0.00992,-0.00385,24.39139,0.00105,24.30731,0.00143,0.75000,1.53000,50.00000,0.11386,-0.56188,1.67665,1.63310,1.44997,1.58553
2436.14000,30.33415,27.66623,27.56515,30.44318,30.60226,27.70913,25.46246,25.91737,27.92777,26.35978,26.35514,26.32776,-0.23764,0.23352,9.95654,10.06079,21.46375,2.21336,1.85281,1.90815,1.84013,1.88736,2.05476,1.87146,0.06801,-0.03454,0.18329,2.70518,0.00704,-0.00251,-0.01038,-0.00393,24.33169,0.00057,23.47636,0.22696,0.75000,1.53000,50.00000,0.11386,-0.56188,1.67665,1.63310,1.44996,1.59083
2436.14667,30.43973,27.67424,27.58507,30.44353,30.61147,27.70499,25.45594,25.89907,27.91981,26.35683,26.34336,26.32580,-0.23828,0.23104,9.50967,10.47947,21.46824,2.22841,1.85226,1.90842,1.84013,1.88708,2.05600,1.87202,0.06829,-0.03482,0.18398,2.70738,0.00612,-0.00235,-0.01084,-0.00393,24.38028,0.00081,24.29667,0.00115,0.75000,1.53000,50.00000,0.11386,-0.56188,1.67665,1.63310,1.44843,1.58483
2436.15333,30.45054,27.66841,27.57239,30.43894,30.60514,27.70991,25.48201,25.91365,27.89192,26.37267,26.31081,26.33511,-0.23796,0.23352,9.06984,10.92277,21.46824,2.21224,1.85254,1.90815,1.84013,1.88736,2.05641,1.87119,0.06801,-0.03482,0.18523,2.70602,0.00797,-0.00227,-0.00899,-0.00389,24.47700,0.00053,24.34340,0.00091,0.75000,1.53000,50.00000,0.11386,-0.56187,1.67665,1.63310,1.44842,1.58482
2436.16000,30.42045,27.64633,27.56467,30.42192,30.58393,27.68900,25.47991,25.88446,27.91433,26.38509,26.36420,26.33329,-0.23764,0.23850,8.62648,11.33441,21.46375,2.21893,1.85226,1.90787,1.83958,1.88680,2.05683,1.87091,0.06829,-0.03454,0.18592,2.70630,0.00658,-0.00247,-0.01084,-0.00393,24.38861,0.00089,24.30500,0.00123,0.75000,1.53000,50.00000,0.11386,-0.56187,1.67665,1.63310,1.44842,1.58482
2436.16667,30.56271,27.66259,27.57873,30.43881,30.58794,27.70523,25.48742,25.91785,27.92618,26.38300,26.34801,26.34103,-0.23828,0.22855,8.19720,11.73549,21.46151,2.22144,1.85198,1.90787,1.83903,1.88625,2.05724,1.87174,0.06884,-0.03427,0.18550,2.70694,0.00750,-0.00239,-0.00946,-0.00381,24.39047,0.00089,24.30824,0.00119,0.75000,1.53000,50.00000,0.11385,-0.56187,1.67665,1.63310,1.44842,1.58483
2436.17333,30.45623,27.65603,27.58005,30.42860,30.59571,27.69644,25.47660,25.89439,27.93181,26.35708,26.35905,26.34434,-0.23796,0.23601,7.78552,12.14361,21.46375,2.21391,1.85116,1.90787,1.83903,1.88598,2.05849,1.87146,0.06884,-0.03482,0.18702,2.70514,0.00704,-0.00243,-0.01131,-0.00381,23.81524,0.26627,23.71741,0.29866,0.75000,1.53000,50.00000,0.11385,-0.56187,1.67665,1.63310,1.45474,1.59188
2436.18000,30.43936,27.67781,27.58763,30.41864,30.59654,27.69560,25.48164,25.91012,27.92484,26.37476,26.34076,26.34226,-0.23732,0.23601,7.37383,12.53062,21.46824,2.22953,1.85088,1.90732,1.83848,1.88598,2.05807,1.87091,0.06884,-0.03509,0.18716,2.70730,0.00658,-0.00243,-0.01131,-0.00397,24.38028,0.00125,24.29482,0.00119,0.75000,1.53000,50.00000,0.11385,-0.56187,1.67665,1.63310,1.44818,1.59127
2436.18667,30.51021,27.68636,27.55978,30.42363,30.58563,27.70089,25.49492,25.91097,27.93108,26.37059,26.36630,26.34200,-0.23892,0.23601,6.99734,12.90355,21.46599,2.21308,1.85005,1.90704,1.83820,1.88542,2.05766,1.87091,0.06884,-0.03537,0.18675,2.70634,0.00658,-0.00223,-0.00992,-0.00381,24.40620,0.00093,24.30176,0.00127,0.75000,1.53000,50.00000,0.11385,-0.56187,1.67665,1.63310,1.44818,1.59128
2436.19333,30.42108,27.66060,27.60158,30.40721,30.57727,27.68863,25.47931,25.89747,27.91590,26.38385,26.35501,26.35933,-0.23828,0.23352,6.60324,13.27297,21.46599,2.21837,1.84978,1.90704,1.83793,1.88542,2.05807,1.87146,0.06911,-0.03565,0.18661,2.70626,0.00750,-0.00251,-0.01038,-0.00385,24.43535,0.00113,23.63228,0.23910,0.75000,1.53000,50.00000,0.11385,-0.56186,1.67665,1.63310,1.44818,1.59690
2436.20000,30.43450,27.66417,27.58517,30.41451,30.61608,27.69657,25.46996,25.91774,27.91688,26.37906,26.34469,26.34877,-0.23860,0.22855,6.23730,13.62128,21.45926,2.22033,1.84978,1.90649,1.83820,1.88515,2.05849,1.87202,0.06829,-0.03537,0.18647,2.70714,0.00797,-0.00243,-0.00992,-0.00373,24.40990,0.00109,24.32813,0.00123,0.75000,1.53000,50.00000,0.11385,-0.56186,1.67665,1.63310,1.44319,1.59067
2436.20667,30.42322,27.62085,27.59178,30.44173,30.58781,27.69560,25.46442,25.89413,27.92949,26.36764,26.28846,26.35122,-0.23828,0.23352,5.87840,13.95551,21.46375,2.21196,1.84867,1.90621,1.83765,1.88487,2.05766,1.87146,0.06856,-0.03620,0.18619,2.70522,0.00797,-0.00251,-0.01084,-0.00393,24.29328,0.00085,24.18517,0.00139,0.75000,1.53000,50.00000,0.11385,-0.56186,1.67665,1.63310,1.44318,1.59067
2436.21333,30.41900,27.66953,27.57859,30.41404,30.60916,27.70900,25.46184,25.90066,27.93071,26.36334,26.34152,26.34593,-0.23828,0.23601,5.53709,14.27919,21.46824,2.22729,1.84950,1.90649,1.83682,1.88459,2.05724,1.87119,0.06966,-0.03509,0.18606,2.70714,0.00704,-0.00247,-0.01084,-0.00393,24.38121,0.00097,24.29713,0.00119,0.75000,1.53000,50.00000,0.11385,-0.56186,1.67665,1.63310,1.44319,1.59067
2436.22000,30.43611,27.66219,27.58483,30.41257,30.60601,27.67583,25.45755,25.89012,27.93254,26.35167,26.35894,26.34716,-0.23828,0.23352,5.21337,14.59935,21.46824,2.21085,1.84895,1.90566,1.83710,1.88432,2.05807,1.87174,0.06856,-0.03537,0.18633,2.70642,0.00704,-0.00247,-0.01038,-0.00385,24.39093,0.00109,24.31055,0.00107,0.75000,1.53000,50.00000,0.11385,-0.56186,1.67665,1.63310,1.44318,1.59066
2436.22667,30.43728,27.67501,27.57836,30.42447,30.61799,27.68950,25.56894,25.88358,27.92116,26.35732,26.35903,26.33735,-0.23860,0.24098,4.90021,14.90896,21.46824,2.21698,1.84867,1.90566,1.83655,1.88404,2.05807,1.87091,0.06911,-0.03537,0.18716,2.70622,0.00797,-0.00247,-0.00992,-0.00393,23.90548,0.27456,23.80763,0.30543,0.75000,1.53000,50.00000,0.11385,-0.56186,1.67665,1.63310,1.44972,1.59790
2436.23333,30.41897,27.65330,27.57077,30.40624,30.59778,27.70243,25.47918,25.84451,27.91187,26.38079,26.34131,26.34324,-0.23892,0.23104,4.59408,15.19394,21.46375,2.22144,1.84867,1.90455,1.83627,1.88404,2.05766,1.87146,0.06828,-0.03537,0.18619,2.70698,0.00797,-0.00239,-0.01084,-0.00385,24.41083,0.00069,24.32675,0.00111,0.75000,1.53000,50.00000,0.11385,-0.56186,1.67665,1.63310,1.44298,1.59784
2436.24000,30.42078,27.65098,27.57992,30.42589,30.60287,27.70792,25.49775,25.90558,27.92386,26.38865,26.34347,26.34815,-0.23892,0.23352,4.30907,15.48244,21.46824,2.21196,1.84812,1.90483,1.83572,1.88349,2.05849,1.87119,0.06911,-0.03537,0.18730,2.70546,0.00750,-0.00243,-0.01038,-0.00385,24.30069,0.00113,24.21709,0.00123,0.75000,1.53000,50.00000,0.11385,-0.56186,1.67665,1.63310,1.44299,1.59784
2436.24667,30.44421,27.63768,27.58213,30.40101,30.59862,27.69816,25.47992,25.92794,27.78096,26.37378,26.33696,26.34827,-0.23892,0.23352,4.03109,15.74631,21.47048,2.22841,1.84812,1.90455,1.83600,1.88404,2.05683,1.87146,0.06856,-0.03592,0.18536,2.70722,0.00658,-0.00247,-0.01084,-0.00393,23.69399,0.20268,23.73453,0.24987,0.75000,1.53000,50.00000,0.11385,-0.56187,1.67665,1.63310,1.44777,1.60375
2436.25333,30.43259,27.66380,27.57445,30.40903,30.58941,27.70829,25.51642,25.90704,27.93560,26.37722,26.35135,26.35490,-0.23828,0.23352,3.78127,16.02073,21.46824,2.21168,1.84784,1.90483,1.83572,1.88349,2.05807,1.87146,0.06911,-0.03564,0.18661,2.70614,0.00750,-0.00251,-0.01084,-0.00385,24.37381,0.00121,24.30361,0.00107,0.75000,1.53000,50.00000,0.11385,-0.56187,1.67665,1.63310,1.44244,1.59733
2436.26000,30.42493,27.66195,27.57529,30.36919,30.60541,27.69900,25.48705,25.89981,27.93486,26.35744,26.37358,26.35761,-0.23860,0.23850,3.52792,16.26349,21.48620,2.21559,1.84784,1.90428,1.83544,1.88377,2.05807,1.87146,0.06883,-0.03592,0.18661,2.70594,0.00750,-0.00247,-0.01131,-0.00385,24.43767,0.00109,24.33692,0.00139,0.75000,1.53000,50.00000,0.11385,-0.56187,1.67665,1.63310,1.44245,1.59733
2436.26667,30.43112,27.66185,27.60462,30.39373,30.59316,27.70755,25.48041,25.90998,27.92399,26.33754,26.34604,26.35552,-0.23892,0.23850,3.29921,16.50625,21.50864,2.21893,1.84729,1.90455,1.83544,1.88294,2.05766,1.87174,0.06911,-0.03564,0.18592,2.70690,0.00704,-0.00243,-0.01084,-0.00389,24.38861,0.00097,24.30639,0.00135,0.75000,1.53000,50.00000,0.11385,-0.56187,1.67665,1.63310,1.44244,1.59734
2436.27333,30.41241,27.65488,27.56504,30.39434,30.59571,27.61761,25.46922,25.90778,28.00884,26.33594,26.35095,26.33488,-0.23828,0.23104,3.08457,16.73846,21.51538,2.20862,1.84729,1.90455,1.83489,1.88321,2.05849,1.87091,0.06966,-0.03592,0.18758,2.70546,0.00750,-0.00235,-0.00853,-0.00389,24.33771,0.00093,24.25642,0.00115,0.75000,1.53000,50.00000,0.11385,-0.56187,1.67665,1.63310,1.44244,1.59733
2436.28000,30.42041,27.65428,27.56993,30.39628,30.59594,27.69267,25.45682,25.93899,27.92288,26.36960,26.33107,26.34017,-0.23860,0.23352,2.87697,16.96363,21.53109,2.22423,1.84674,1.90455,1.83489,1.88294,2.05807,1.87119,0.06966,-0.03620,0.18688,2.70738,0.00797,-0.00247,-0.00992,-0.00393,23.85365,0.28057,23.75304,0.20065,0.75000,1.53000,50.00000,0.11385,-0.56187,1.67665,1.63310,1.44911,1.60207
2436.28667,30.38105,27.65939,27.58763,30.35653,30.58333,27.68583,25.49160,25.90483,27.91945,26.37428,26.36558,26.28356,-0.23796,0.23352,2.67992,17.17824,21.54456,2.20778,1.84702,1.90455,1.83462,1.88266,2.05807,1.87119,0.06994,-0.03564,0.18688,2.70650,0.00843,-0.00247,-0.00992,-0.00385,24.38214,0.00097,24.29991,0.00123,0.75000,1.53000,50.00000,0.11385,-0.56186,1.67665,1.63310,1.44829,1.60209
2436.29333,30.40830,27.66343,27.46386,30.39105,30.58333,27.70829,25.46750,25.91195,27.92729,26.40831,26.33070,26.37676,-0.23860,0.23601,2.49343,17.38230,21.55354,2.21308,1.84702,1.90372,1.83517,1.88266,2.05807,1.87146,0.06856,-0.03564,0.18661,2.70642,0.00612,-0.00247,-0.01084,-0.00393,24.40111,0.00105,24.31564,0.00111,0.75000,1.53000,50.00000,0.11385,-0.56186,1.67665,1.63310,1.44829,1.60209
2436.30000,30.39969,27.65939,27.57468,30.41341,30.58965,27.75711,25.47992,25.90754,27.93379,26.37833,26.33340,26.33783,-0.23828,0.23104,2.32454,17.58284,21.56925,2.21531,1.84646,1.90345,1.83462,1.88266,2.05807,1.87202,0.06883,-0.03620,0.18605,2.70686,0.00797,-0.00239,-0.01223,-0.00389,23.71204,0.21962,23.79237,0.25912,0.75000,1.53000,50.00000,0.11385,-0.56186,1.67665,1.63310,1.45348,1.60822
2436.30667,30.38754,27.67222,27.57138,30.38850,30.60079,27.70327,25.47684,25.93994,27.92825,26.37673,26.34814,26.32408,-0.23956,0.22855,2.15916,17.77283,21.57598,2.20694,1.84674,1.90345,1.83462,1.88266,2.05683,1.87174,0.06883,-0.03592,0.18509,2.70590,0.00658,-0.00247,-0.01038,-0.00389,24.34696,0.00105,24.26290,0.00123,0.75000,1.53000,50.00000,0.11385,-0.56186,1.67665,1.63310,1.44788,1.60160
2436.31333,30.39337,27.64684,27.58641,30.38267,30.63137,27.70411,25.45066,25.92228,27.92275,26.36186,26.33906,26.34274,-0.23796,0.23601,2.02545,17.95578,21.58496,2.22228,1.84702,1.90400,1.83517,1.88211,2.05807,1.87174,0.06883,-0.03509,0.18633,2.70746,0.00750,-0.00243,-0.01038,-0.00385,24.39926,0.00105,24.30037,0.00127,0.75000,1.53000,50.00000,0.11385,-0.56185,1.67665,1.63310,1.44788,1.60159
2436.32000,30.39738,27.64111,27.57286,30.37295,30.59751,27.75711,25.48976,25.90374,27.93597,26.36899,26.31854,26.32949,-0.23828,0.23104,1.87063,18.13873,21.59169,2.20611,1.84646,1.90455,1.83434,1.88266,2.05807,1.87146,0.07021,-0.03620,0.18661,2.70602,0.00704,-0.00239,-0.01038,-0.00389,24.37010,0.00101,24.29899,0.00115,0.75000,1.53000,50.00000,0.11385,-0.56185,1.67665,1.63310,1.44788,1.60159
2436.32667,30.38065,27.66868,27.58203,30.35861,30.58962,27.71300,25.46344,25.90167,27.92912,26.38300,26.35477,26.35895,-0.23860,0.23850,1.73340,18.30057,21.59394,2.21141,1.84702,1.90372,1.83462,1.88266,2.05683,1.87146,0.06911,-0.03564,0.18536,2.70642,0.00704,-0.00247,-0.01084,-0.00389,24.39417,0.00093,24.31240,0.00115,0.75000,1.53000,50.00000,0.11385,-0.56185,1.67602,1.63250,1.44789,1.60161
2436.33333,30.41365,27.65353,27.58190,30.37003,30.60698,27.70206,25.48681,25.88762,27.92875,26.37636,26.34543,26.33071,-0.23828,0.23104,1.61025,18.45185,21.60965,2.21587,1.84646,1.90372,1.83462,1.88266,2.05724,1.87174,0.06911,-0.03620,0.18550,2.70758,24.28161,0.02528,24.27788,0.02430,-0.01851,-0.00399,-0.01868,-0.00458,0.75000,1.53000,50.00000,0.11385,-0.56184,1.66578,1.62253,1.44789,1.60161
2436.34000,30.39993,27.66501,27.56602,30.38291,30.60541,27.69132,25.47624,25.91429,27.93719,26.37710,26.34814,26.35036,-0.23796,0.23352,1.48709,18.58555,21.60965,2.20583,1.84674,1.90400,1.83489,1.88238,2.05724,1.87229,0.06911,-0.03564,0.18495,2.70634,23.36656,0.50429,23.31179,0.46818,-0.01435,-0.00399,-0.00572,-0.00470,0.75000,1.53000,50.00000,0.11385,-0.56184,1.66298,1.61777,1.44789,1.60161
2436.34667,30.41593,27.65609,27.57651,30.37356,30.59497,27.70048,25.48386,25.91344,27.94049,26.38385,26.34128,26.33685,-0.23828,0.23601,1.39561,18.73683,21.60965,2.22144,1.84757,1.90428,1.83489,1.88321,2.05807,1.87174,0.06938,-0.03564,0.18633,2.70930,23.18290,0.73245,23.08137,0.78971,-0.00092,-0.00395,-0.00618,-0.00470,0.75000,1.53000,50.00000,0.11385,-0.56184,1.65472,1.60915,1.44789,1.60161
2436.35333,30.38487,27.71406,27.56504,30.35422,30.61474,27.68007,25.48115,25.89992,27.92042,26.37931,26.35255,26.35650,-0.23732,0.23104,1.29356,18.85997,21.61638,2.20499,1.84729,1.90372,1.83379,1.88183,2.05724,1.87229,0.06994,-0.03454,0.18495,2.70990,22.74527,1.15027,22.64135,1.21209,-0.00092,-0.00395,-0.00711,-0.00458,0.75000,1.53000,50.00000,0.11385,-0.56183,1.65683,1.61129,1.44789,1.60161
2436.36000,30.37553,27.62549,27.58874,30.35874,30.59594,27.67849,25.50488,25.92130,27.95297,26.39368,26.36717,26.33329,-0.23828,0.23352,1.20208,18.99367,21.62087,2.21001,1.84784,1.90345,1.83434,1.88017,2.05641,1.87174,0.06911,-0.03233,0.18467,2.71779,22.83270,1.16737,22.75147,1.22803,-0.00092,-0.00399,-0.00665,-0.00470,0.75000,1.53000,50.00000,0.11385,-0.56183,1.65729,1.61182,1.44789,1.60161
